"id","code","description","status","version"
"412","8030","Actividades de detectives e investigadores privados.","1","3"
"413","8110","Actividades combinadas de apoyo a instalaciones.","1","3"
"414","8121","Limpieza general interior de edificios.","1","3"
"415","8129","Otras actividades de limpieza de edificios e instalaciones industriales.","1","3"
"416","8130","Actividades de paisajismo y servicios de mantenimiento conexos.","1","3"
"417","8211","Actividades combinadas de servicios administrativos de oficina.","1","3"
"418","8219","Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina.","1","3"
"419","8220","Actividades de centros de llamadas (Call center).","1","3"
"420","8230","Organización de convenciones y eventos comerciales.","1","3"
"421","8291","Actividades de agencias de cobranza y oficinas de calificación crediticia.","1","3"
"422","8292","Actividades de envase y empaque.","1","3"
"423","8299","Otras actividades de servicio de apoyo a las empresas n.c.p.","1","3"
"424","8411","Actividades legislativas de la administración pública.","1","3"
"425","8412","Actividades ejecutivas de la administración pública.","1","3"
"426","8413","Regulación de las actividades de organismos que prestan servicios de salud, edu­cativos, culturales y otros servicios sociales, excepto servicios de seguridad social.","1","3"
"427","8414","Actividades reguladoras y facilitadoras de la actividad económica.","1","3"
"428","8415","Actividades de los otros órganos de control.","1","3"
"429","8421","Relaciones exteriores.","1","3"
"430","8422","Actividades de defensa.","1","3"
"431","8423","Orden público y actividades de seguridad.","1","3"
"432","8424","Administración de justicia.","1","3"
"433","8430","Actividades de planes de seguridad social de afiliación obligatoria.","1","3"
"434","8511","Educación de la primera infancia.","1","3"
"435","8512","Educación preescolar.","1","3"
"436","8513","Educación básica primaria.","1","3"
"437","8521","Educación básica secundaria.","1","3"
"438","8522","Educación media académica.","1","3"
"439","8523","Educación media técnica y de formación laboral.","1","3"
"440","8530","Establecimientos que combinan diferentes niveles de educación.","1","3"
"441","8541","Educación técnica profesional.","1","3"
"442","8542","Educación tecnológica.","1","3"
"443","8543","Educación de instituciones universitarias o de escuelas tecnológicas.","1","3"
"444","8544","Educación de universidades.","1","3"
"445","8551","Formación académica no formal.","1","3"
"446","8552","Enseñanza deportiva y recreativa.","1","3"
"447","8553","Enseñanza cultural.","1","3"
"448","8559","Otros tipos de educación n.c.p.","1","3"
"449","8560","Actividades de apoyo a la educación.","1","3"
"450","8610","Actividades de hospitales y clínicas, con internación.","1","3"
"451","8621","Actividades de la práctica médica, sin internación.","1","3"
"452","8622","Actividades de la práctica odontológica.","1","3"
"453","8691","Actividades de apoyo diagnóstico.","1","3"
"454","8692","Actividades de apoyo terapéutico.","1","3"
"455","8699","Otras actividades de atención de la salud humana.","1","3"
"456","8710","Actividades de atención residencial medicalizada de tipo general.","1","3"
"457","8720","Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas.","1","3"
"458","8730","Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas.","1","3"
"459","8790","Otras actividades de atención en instituciones con alojamiento","1","3"
"460","8810","Actividades de asistencia social sin alojamiento para personas mayores y disca­pacitadas.","1","3"
"461","8890","Otras actividades de asistencia social sin alojamiento.","1","3"
"462","9001","Creación literaria.","1","3"
"463","9002","Creación musical.","1","3"
"464","9003","Creación teatral.","1","3"
"465","9004","Creación audiovisual.","1","3"
"466","9005","Artes plásticas y visuales.","1","3"
"467","9006","Actividades teatrales.","1","3"
"468","9007","Actividades de espectáculos musicales en vivo.","1","3"
"469","9008","Otras actividades de espectáculos en vivo.","1","3"
"470","9101","Actividades de bibliotecas y archivos.","1","3"
"471","9102","Actividades y funcionamiento de museos, conservación de edificios y sitios históricos.","1","3"
"472","9103","Actividades de jardines botánicos, zoológicos y reservas naturales.","1","3"
"473","9200","Actividades de juegos de azar y apuestas.","1","3"
"474","9311","Gestión de instalaciones deportivas.","1","3"
"475","9312","Actividades de clubes deportivos.","1","3"
"476","9319","Otras actividades deportivas.","1","3"
"477","9321","Actividades de parques de atracciones y parques temáticos.","1","3"
"478","9329","Otras actividades recreativas y de esparcimiento n.c.p.","1","3"
"479","9411","Actividades de asociaciones empresariales y de empleadores","1","3"
"480","9412","Actividades de asociaciones profesionales","1","3"
"481","9420","Actividades de sindicatos de empleados.","1","3"
"482","9491","Actividades de asociaciones religiosas.","1","3"
"483","9492","Actividades de asociaciones políticas.","1","3"
"484","9499","Actividades de otras asociaciones n.c.p.","1","3"
"485","9511","Mantenimiento y reparación de computadores y de equipo periférico.","1","3"
"486","9512","Mantenimiento y reparación de equipos de comunicación.","1","3"
"487","9521","Mantenimiento y reparación de aparatos electrónicos de consumo.","1","3"
"488","9522","Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería.","1","3"
"489","9523","Reparación de calzado y artículos de cuero.","1","3"
"490","9524","Reparación de muebles y accesorios para el hogar.","1","3"
"491","9529","Mantenimiento y reparación de otros efectos personales y enseres domésticos.","1","3"
"492","9601","Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel.","1","3"
"493","9602","Peluquería y otros tratamientos de belleza.","1","3"
"494","9603","Pompas fúnebres y actividades relacionadas.","1","3"
"495","9609","Otras actividades de servicios personales n.c.p.","1","3"
"496","9700","Actividades de los hogares individuales como empleadores de personal doméstico.","1","3"
"497","9810","Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio.","1","3"
"498","9820","Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio.","1","3"
"499","9900","Actividades de organizaciones y entidades extraterritoriales.","1","3"
